Unnamed: 0,Username,Link,Text,Human,Date
,vianthans78,https://www.tiktok.com/@vianthans78,SAYA MAKAI PARFUM AJA TETAP AJA JOMBLO,Negatif,2024-01-21
,rumahparfumku,https://www.tiktok.com/@rumahparfumku,mau dominant yang botol nya paling keren,Positif,2024-01-21
,fashion_wanita66,https://www.tiktok.com/@fashion_wanita66,"dominant tiga puluh lima mili ,wangi nya beda dari yang lain dan lumayan lama wangi nya",Positif,2024-01-21
,kennn25_,https://www.tiktok.com/@kennn25_,"Keren benar teknik marketing nya,kakak nya public speaking nya bagus",Positif,2024-01-21
,budibapakkefakih,https://www.tiktok.com/@budibapakkefakih,"kalau untuk istri aku, yang cocok yang mana ya kak?",Netral,2024-01-21
,nandodiegiboy,https://www.tiktok.com/@nandodiegiboy,mantap sih aku suka wangi nya,Positif,2024-01-21
,66_dd_su,https://www.tiktok.com/@66_dd_su,asli aku baru beli wangi nya jantan banget dan awet. masih tercium sendiri aroma nya keren nih parfum tidak kalah sama yang harga satu jutaan,Positif,2024-01-20
,tidakmauterkenal,https://www.tiktok.com/@tidakmauterkenal,Mantap bau nya keluarga dan sodara saya pada suka juga,Positif,2024-01-20
,ayruzsx,https://www.tiktok.com/@ayruzsx,Berminyak gak nih Parfum nya?,Negatif,2024-01-20
,andik.d.septian,https://www.tiktok.com/@andik.d.septian,empat parfum aku semua asli wangi nya tidak ada yang bikin kecewa,Positif,2024-01-20
,afif.nitinegoro,https://www.tiktok.com/@afif.nitinegoro,harga mahal  banget ,Negatif,2024-01-20
,epenn_,https://www.tiktok.com/@epenn_,saking enak nya mau tidur juga pakai dulu biar nyeyak tidur nya,Positif,2024-01-20
,.ozhy7,https://www.tiktok.com/@.ozhy7,saya mengakui aroma nya emang keren,Positif,2024-01-20
,user_opie,https://www.tiktok.com/@user_opie,kak nanti kalau beli asli gak datang nya,Netral,2024-01-20
,2kangturu,https://www.tiktok.com/@2kangturu,rekomendasi banget sih mr crush black wangi nya laki cocok buat olahraga,Positif,2024-01-20
,juan_zee,https://www.tiktok.com/@juan_zee,keren satu satu nya parfum lokal yang ada barcode nya,Positif,2024-01-20
,2tak_twostroke,https://www.tiktok.com/@2tak_twostroke,baru satu menit hilang wangi nya,Negatif,2024-01-20
,tuan_crapp,https://www.tiktok.com/@tuan_crapp,saya sudah beli yang dominant kok bau nya aneh gitu ya,Negatif,2024-01-20
,loksship,https://www.tiktok.com/@loksship,Iya asik banget kalau di campur gitu wangi nya makin mantap,Positif,2024-01-20
,masdidik999,https://www.tiktok.com/@masdidik999,tiga parfum ini punya karakter keren sesuai kebutuhan,Positif,2024-01-19
,gacor906,https://www.tiktok.com/@gacor906,bau biasa aja cepat hilang harga mahal seratus tiga puluh tiga ribu tiga pulu lima mili,Negatif,2024-01-19
,tellingstory_96,https://www.tiktok.com/@tellingstory_96,wangi nya meledak nikmat banget di pakai buat kerja,Positif,2024-01-19
,nurahmad666,https://www.tiktok.com/@nurahmad666,Dominant oke banget,Positif,2024-01-19
,riz.keyyyyy,https://www.tiktok.com/@riz.keyyyyy,wangi terkeren sih,Positif,2024-01-19
,lcongresco,https://www.tiktok.com/@lcongresco,suka sekali mau pesan lagi,Negatif,2024-01-19
,azwarcuahyundai,https://www.tiktok.com/@azwarcuahyundai,harum banget kakak,Positif,2024-01-19
,jepridongkol0,https://www.tiktok.com/@jepridongkol0,USULAN KAK BKIN PARFUM NAMA NYA BLUE PARADISE,Positif,2024-01-19
,wawanadyr,https://www.tiktok.com/@wawanadyr,bikin ketagihan banget sama aroma nya,Positif,2024-01-18
,mol.fy,https://www.tiktok.com/@mol.fy,edisi pro player him sudah tidak ada kah kak?,Netral,2024-01-18
,masrian444,https://www.tiktok.com/@masrian444,dominant parfum terbaik yang pernah saya pakai,Positif,2024-01-18
,bagaschandra29,https://www.tiktok.com/@bagaschandra29,aku kok gak dapat foto card nya yah. cuma stiker aja,Negatif,2024-01-18
,ak15_2,https://www.tiktok.com/@ak15_2,hrny paling terbaik sih apa lagi di ruang ber ac serius jadi di liatin orang,Positif,2024-01-18
,azmi_0127,https://www.tiktok.com/@azmi_0127,lima pulu mili kosong ya kak,Netral,2024-01-18
,briandbriand2,https://www.tiktok.com/@briandbriand2,jelek parfum nya nempel di baju jadi oren,Negatif,2024-01-18
,fahmiaziz16_,https://www.tiktok.com/@fahmiaziz16_,awet banget parfum nya ,Positif,2024-01-18
,fahmiaziz16_,https://www.tiktok.com/@fahmiaziz16_,tidak kebayang ini dominant seratus mili habis nya kapan soal nya kepake juga buat kerja aja,Negatif,2024-01-18
,toni.aprilianto,https://www.tiktok.com/@toni.aprilianto,side effect nya habis kak baru mau beli,Negatif,2024-01-18
,mooehamed,https://www.tiktok.com/@mooehamed,nah ini yang asli. hanya di akun Scentplus dari kota Cirebon.saya baru aja beli di shoppe ,Positif,2024-01-18
,aris.hardiansyah4,https://www.tiktok.com/@aris.hardiansyah4,sudah meluncur yang ke dua kali nya. dominant tiga puluh lima mili terbaik,Positif,2024-01-18
,sahrulsaputra167,https://www.tiktok.com/@sahrulsaputra167,saya nyesel beli parfum ini bau nya tidak enak,Negatif,2024-01-18
,bocahsoplakk,https://www.tiktok.com/@bocahsoplakk,mantap harga sesuai Kualitas,Positif,2024-01-18
,shnry0,https://www.tiktok.com/@shnry0,side effect dominant terbaik,Positif,2024-01-18
,icanican210,https://www.tiktok.com/@icanican210,"enak banget pas di gabungin wangi nya, langsung bikin parfum baru nama nya dominant effect",Positif,2024-01-18
,dipaaditya_,https://www.tiktok.com/@dipaaditya_,kak info parfum pria yang di sukai wanita kak,Netral,2024-01-18
,02dewidewidewi,https://www.tiktok.com/@02dewidewidewi,cocok banget buat kasih kado ke suami,Positif,2024-01-18
,gergemzz,https://www.tiktok.com/@gergemzz,saya dapat yang palsu parah banget,Negatif,2024-01-17
,vellyncya2106,https://www.tiktok.com/@vellyncya2106,kak kalau parfum buat cewe yang versi kalem gitu ada gak kak,Netral,2024-01-17
,4903n,https://www.tiktok.com/@4903n,Durasi aroma nya cuma dua menit ,Negatif,2024-01-17
,pelitajayashop4,https://www.tiktok.com/@pelitajayashop4,emang mantap betul wangi nya,Positif,2024-01-17
,yogtiktok86,https://www.tiktok.com/@yogtiktok86,"saya sering beli, Wangi nya tidak di ragukan lagi",Negatif,2024-01-17
,userwaeyoy44ab,https://www.tiktok.com/@userwaeyoy44ab,yang dominant bau nya kayak parfum orang tua nyengat bener dan bikin males makai,Negatif,2024-01-17
,dede_ubaidillah,https://www.tiktok.com/@dede_ubaidillah,side effect sih yang paling wangi ,Positif,2024-01-17
,brammv27,https://www.tiktok.com/@brammv27,botol nya gampang banget pecah,Negatif,2024-01-17
,waay1945,https://www.tiktok.com/@waay1945,aku tetap suka di side effect,Positif,2024-01-17
,valnjr,https://www.tiktok.com/@valnjr,saya beli side effect wangi nya kaya bapak bapak ,Positif,2024-01-17
,citrabayu,https://www.tiktok.com/@citrabayu,"sudah sering aku lakukan kak, wangi nya jadi tambah harum dan saya yang kerja di perhotelan kalau lewat gitu kata teman wangi nya mesti ninggalin jejak",Positif,2024-01-17
,datacantik,https://www.tiktok.com/@datacantik,Nama parfum nya DOSA,Negatif,2024-01-17
,leopashter7,https://www.tiktok.com/@leopashter7,"hati hati buat yang belum, pernah beli ini parfum karena banyak tiruan",Negatif,2024-01-16
,daniell.fr,https://www.tiktok.com/@daniell.fr,"saya sebener nya tau mana yang asli atau palsu, tapi saya kurang mampu buat beli yang asli nya, harga nya mahal banget",Negatif,2024-01-16
,ayai115,https://www.tiktok.com/@ayai115,saya minat dengan produk nya,Positif,2024-01-16
,sapp.99,https://www.tiktok.com/@sapp.99,wah akhir nya di buatkan juga yang seratus mili keren banget memang scentplus ini,Positif,2024-01-16
,kasrief,https://www.tiktok.com/@kasrief,"tolong kak wangi nya tambahin agar lebih tahan lama lagi ,aku suka banget wangi nya sudah tiga kali aku beli dominant",Positif,2024-01-16
,dtstyhdwjy,https://www.tiktok.com/@dtstyhdwjy,scentplus ga pernah gagal bikin produk,Positif,2024-01-16
,ibenkswandaru,https://www.tiktok.com/@ibenkswandaru,Cobain beli yang tiga puluh lima mili dan suka kok aroma nya. saya tipe orang yang susah mendeskripsikan wangi parfum. Selanjut nya kalau abis insyaa Allah beli lagi.,Negatif,2024-01-16
,indra.lesmana2808,https://www.tiktok.com/@indra.lesmana2808,tahan lama banget kak mantap dan enak parfum nya,Positif,2024-01-16
,nsy_7777,https://www.tiktok.com/@nsy_7777,tutup nya gampang lepas kak,Negatif,2024-01-16
,dhedikacdhock,https://www.tiktok.com/@dhedikacdhock,mahal banget sekarang,Negatif,2024-01-16
,_mas.icun_,https://www.tiktok.com/@_mas.icun_,susah banget nyari dominant yang lima puluh mili,Positif,2024-01-16
,abaysitnu26,https://www.tiktok.com/@abaysitnu26,kak mau tanya kalau isi ulang gitu apa ada di tempat atau toko parfum,Negatif,2024-01-16
,riyantonolatu,https://www.tiktok.com/@riyantonolatu,SIDE EFFECT KAPAN seratus mili nya,Positif,2024-01-16
,eja.90,https://www.tiktok.com/@eja.90,lama banget kenapa baru sekarang ada yang seratus mili,Positif,2024-01-16
,s4mboj4,https://www.tiktok.com/@s4mboj4,wangi nya tidak tahan lama,Positif,2024-01-16
,enoryan,https://www.tiktok.com/@enoryan,yang ori seharian pun tahan,Negatif,2024-01-16
,andika35922,https://www.tiktok.com/@andika35922,enak banget kakak temen aku pada nanya pake parfum apa,Positif,2024-01-16
,noel_9998,https://www.tiktok.com/@noel_9998,kemarin beli tidak wangi sama sekali,Negatif,2024-01-16
,burhang140,https://www.tiktok.com/@burhang140,dominant itu bau nya ke arah bakarat enak banget,Positif,2024-01-16
,asepzramdani,https://www.tiktok.com/@asepzramdani,setuju ka  satuin coba pasti enak banget wangi nya,Positif,2024-01-16
,rikiedsan,https://www.tiktok.com/@rikiedsan,males lewat beranda aku mulu,Negatif,2024-01-16
,rn_1411023,https://www.tiktok.com/@rn_1411023,dapet yang palsu di shoope:),Negatif,2024-01-15
,riyantonolatu,https://www.tiktok.com/@riyantonolatu,SIDE EFFECT KAPAN NIH SERATUS MILI,Negatif,2024-01-15
,humaprayoga,https://www.tiktok.com/@humaprayoga,sayang pengiriman nya lama,Negatif,2024-01-15
,dewasaituberat,https://www.tiktok.com/@dewasaituberat,"Tolong dong kualitas parfum nya jangan di kurangin,aroma nya kok cepet hilang ya beda banget sama kuliatas produk yang dulu,sedih banget",Negatif,2024-01-15
,ardychandra28,https://www.tiktok.com/@ardychandra28,"Serius nanya kak , eau de parfum dengan extrait de parfum beda nya apa?",Positif,2024-01-15
,zodiakk_aries07,https://www.tiktok.com/@zodiakk_aries07,"semoga sukses selalu kak, enak banget wangi nya jadi pingin nambah",Positif,2024-01-15
,arthurjulianto92,https://www.tiktok.com/@arthurjulianto92,dominant ini enak di pakai siang walaupun malam,Positif,2024-01-15
,wolfdumper780,https://www.tiktok.com/@wolfdumper780,side effect tidak cocok di pakai di siang hari,Positif,2024-01-15
,deodang04,https://www.tiktok.com/@deodang04,wangi nya tidak enak,Positif,2024-01-15
,pamungkasremaja,https://www.tiktok.com/@pamungkasremaja,wangi nya tidak awet kak,Positif,2024-01-15
,donil_matah,https://www.tiktok.com/@donil_matah,varian pro player enak enak semua asli,Positif,2024-01-14
,mr_buuu,https://www.tiktok.com/@mr_buuu,yang asli meski harga nya seratus ribu wangi nya tahan lama,Positif,2024-01-14
,rey_itsuki,https://www.tiktok.com/@rey_itsuki,proplayer untuk cewek kapan stok nya kak kehabisan mulu dari kemarin aku,Negatif,2024-01-14
,rey_itsuki,https://www.tiktok.com/@rey_itsuki,foto card nya agak meresahkan sih,Positif,2024-01-14
,anak.mudah.palsu,https://www.tiktok.com/@anak.mudah.palsu,kak aku beli kok bengkok kak tutup nya,Negatif,2024-01-14
,adit48039,https://www.tiktok.com/@adit48039,aku suka aroma nya dominant wangi nya lebih lembut apalagi pas kondisi hujan dan dingin keluar banget aroma nya.kedepan nya mungkin scentplus bisa produksi parfum baru yang wangi aquatic.,Positif,2024-01-14
,robiansyah500,https://www.tiktok.com/@robiansyah500,tidak tahan lama dan tidak enak parfum nya,Positif,2024-01-14
,hidayat_ashen,https://www.tiktok.com/@hidayat_ashen,dominant asal beli di scentplus official sudah pasti harum dan tahan lama yang pasti asli,Positif,2024-01-14
,takeshi2107,https://www.tiktok.com/@takeshi2107,saya beli yang seratus mili saya suka banget sama harum nya,Positif,2024-01-14
,justgarr13,https://www.tiktok.com/@justgarr13,"wangi nya enak banget dan tahan lama, pertama kali beli dominant soal nya",Positif,2024-01-14
,athena041994,https://www.tiktok.com/@athena041994,terbaik ini parfum yang paling wangi yang aku suka sudah coba semua perodak scentplus ini yang saya suka wangi nya dominant,Positif,2024-01-14
,bangcifiw65,https://www.tiktok.com/@ngcifiw65,"udah pernah beli,iseng iseng nyoba yang sepuluh Mili ternyata bener cewek aku sama ibu aku sampai bilang parfum nya sampe bikin orang nyaman",Positif,2024-01-14
,kedai_kopimu,https://www.tiktok.com/@kedai_kopimu,tidak kayak dulu bisa tahan dua belas jam. sekarang mah cepat hilang aroma nya,Negatif,2024-01-14
,kentangmekdi048,https://www.tiktok.com/@kentangmekdi048,"Udah aku beli penasaran sama bau nya, kalau enak aku beli lagi yang seratus mili",Positif,2024-01-14
,ervinsanjaya8,https://www.tiktok.com/@ervinsanjaya8,yang datang tidak harum dan tidak enak,Positif,2024-01-14
,menejaelani,https://www.tiktok.com/@menejaelani,bisa di pakai sholat gak kak?,Netral,2024-01-14
,rikiedsan,https://www.tiktok.com/@rikiedsan,aroma nya biasa aja tidak ada yang istimewa,Negatif,2024-01-14
,cipelipamma,https://www.tiktok.com/@cipelipamma,saya beli di sini kotak nya keren banget,Positif,2024-01-14
,sobatwalet_doni_swiflet2,https://www.tiktok.com/@sobatwalet_doni_swiflet2,udah punya ke dua nya. Memang rekomendasi banget,Positif,2024-01-14
,full.of.smiles,https://www.tiktok.com/@full.of.smiles,tidak tahan lama wangi nya tiga puluh menit hilang,Negatif,2024-01-14
,rafiiiiiiii_1,https://www.tiktok.com/@rafiiiiiiii_1,enakan semua bau pro player dan dominant,Positif,2024-01-14
,pebisandraaa,https://www.tiktok.com/@pebisandraaa,tiga puluh MENIT LANGSUNG HILANG BAU NYA,Negatif,2024-01-14
,penday83,https://www.tiktok.com/@penday83,wangi nya tidak tahan lama kata nya tahan lama kok baru di pakai sudah hilang wangi nya,Positif,2024-01-13
,rian_rasin,https://www.tiktok.com/@rian_rasin,Dari fisik nya sudah terlihat palsu ini,Negatif,2024-01-13
,aldicut123,https://www.tiktok.com/@aldicut123,"aku udah pesan tapi tidak ada efek wangi tahan lama, maaf saya merasa kecewa",Positif,2024-01-13
,rangga_okta,https://www.tiktok.com/@rangga_okta,kecewa pro player seratus mili kenapa tidak ada ,Negatif,2024-01-13
,ahmad_rmp,https://www.tiktok.com/@ahmad_rmp,Parfum scentplus memang enak ,Positif,2024-01-13
,edoheriansyah05,https://www.tiktok.com/@edoheriansyah05,dominant memang mantap wangi nya sudah dua hari di jaket aja tidak hilang hilang bau nya.mantap,Positif,2024-01-13
,bangndutz99,https://www.tiktok.com/@bangndutz99,aku sudah beli ke enam kali wangi nya terbaik,Positif,2024-01-13
,ujangteat,https://www.tiktok.com/@ujangteat,pakai nya dikit dikit soal nya enak wangi nya,Positif,2024-01-13
,hadievan,https://www.tiktok.com/@hadievan,"wangi nya enak dan bikin ketagihan banget,beli dominant mulu saya juga",Positif,2024-01-13
,hiaenus,https://www.tiktok.com/@hiaenus,Asli wangi nya mantap banget kakak ,Positif,2024-01-13
,ferrothtiktok,https://www.tiktok.com/@ferrothtiktok,kak dominant dua ratus miili keluarin dong,Netral,2024-01-13
,renzxelienn,https://www.tiktok.com/@renzxelienn,saking enak nya aku beli yang 100ml udah habis cepet kak bikin lagi yang 200ml,Negatif,2024-01-13
,ianz45,https://www.tiktok.com/@ianz45,"tidak suka beli parfum yang banyak isi nya, karena gampang bosen tiga puluh lima mili sudah paling pas",Negatif,2024-01-13
,ystwn09,https://www.tiktok.com/@ystwn09,"kemarin sudah yang lima puluh mili suka banget sama wangi nya, sekarang mau coba yang seratus mili",Positif,2024-01-13
,perawatanshindy,https://www.tiktok.com/@perawatanshindy,BIKIN KETAGIHAN WANGI NYA EMANG PARFUM LOKAL NOMER 1,Positif,2024-01-13
,mail._ini,https://www.tiktok.com/@mail._ini,tapi meninggalkan noda di baju putih,Negatif,2024-01-13
,chandra2405,https://www.tiktok.com/@chandra2405,dominant wangi nya berasa pengen nyium wangi nya terus,Positif,2024-01-13
,ririsva,https://www.tiktok.com/@ririsva,Sudah pernah beli.. wangi nya bentaran hilang.. dan terasa banget banyak alkohol,Negatif,2024-01-13
,fahri.affan2,https://www.tiktok.com/@fahri.affan2,bau nya harum banyak di perhatikan orang selanjut nya beli tiga puluh lima mili scentplus terbaik,Negatif,2024-01-13
,allll7788,https://www.tiktok.com/@allll7788,Pengemasan tidak aman karena botol nya pecah satu di jalan,Negatif,2024-01-13
,khaaavv,https://www.tiktok.com/@khaaavv,jangan pernah percaya sama dominant sama hrny produk bohong di percaya,Negatif,2024-01-13
,bang_arseven,https://www.tiktok.com/@bang_arseven,banyak banget yang bilang wangi parfum nya enak,Positif,2024-01-13
,arjunaireng5141,https://www.tiktok.com/@arjunaireng5141,bang mau tanya ini asli original,Negatif,2024-01-12
,pokzs,https://www.tiktok.com/@pokzs,yang asli di atas seratus ribu wangi nya nyebar ,Positif,2024-01-12
,r.ifandi5,https://www.tiktok.com/@r.ifandi5,iya kakak.saya juga beli yang palsu.satu menit aja sudah hilang bau nya,Negatif,2024-01-12
,kutamara.765341104,https://www.tiktok.com/@kutamara.765341104,"wangi nya cepat banget hilang , cuman bertahan dua jam doang",Negatif,2024-01-12
,dimsss.92,https://www.tiktok.com/@dimsss.92,"nyindir sebelah nih, inisial scentpro",Negatif,2024-01-12
,kingdaks11,https://www.tiktok.com/@kingdaks11,"parfum nya sudah mendarat dengan sesuai, wangi nya enak banget",Positif,2024-01-12
,erman_k.chova,https://www.tiktok.com/@erman_k.chova,"pengiriman nya lama banget kalau di toko oren, sudah sepuluh hari belum nyampe juga",Negatif,2024-01-12
,scentpluscirebon,https://www.tiktok.com/@scentpluscirebon,sudah pasti dominant seratus mili tidak bakal ada yang palsu,Negatif,2024-01-12
,andry_laut45,https://www.tiktok.com/@andry_laut45,pengiriman dari cirebon ke cikarang berapa lama kak,Netral,2024-01-12
,mtauhid829,https://www.tiktok.com/@mtauhid829,pro player yang seratus mili dong massa dominant doang,Negatif,2024-01-12
,cogal_cowotegal86,https://www.tiktok.com/@cogal_cowotegal86,kalau bisa biar wang inya nyampai sepuluh jam,Negatif,2024-01-12
,afifmala276,https://www.tiktok.com/@afifmala276,parfum buat titik kuning di baju putih kakak,Negatif,2024-01-12
,eko_gooners,https://www.tiktok.com/@eko_gooners,"aku lihat ada yang komen bagus,ada yang komen ga awet bau nya jadi ragu beli nya",Negatif,2024-01-12
,baayip5,https://www.tiktok.com/@baayip5,cewek yang aku suka tidak nyaman. malah bilang apaan sih dih ,Positif,2024-01-12
,naruto03339,https://www.tiktok.com/@naruto03339,parfum favorit saya ini  lagi nunggu paket nya dateng  tidak sabar ngeliat yang seratus mili,Positif,2024-01-12
,baayip5,https://www.tiktok.com/@baayip5,sama sekali ga enak aroma nya,Negatif,2024-01-12
,renoalfaqihh,https://www.tiktok.com/@renoalfaqihh,dominant saya sudah habis dua terus HRNY SIDE EFFECt habis satu menurut saya sama sama enak jadi pengen beli HRNY lagi,Positif,2024-01-12
,widytama,https://www.tiktok.com/@widytama,harga sama kualitas gak cocok,Negatif,2024-01-12
,nurmanz_e.dan,https://www.tiktok.com/@nurmanz_e.dan,aku beli kok bening ya cairan parfum nya gak kayak di vidio,Negatif,2024-01-12
,wangaji_,https://www.tiktok.com/@wangaji_,aku pake dominant dari lama gak pernah pindah ke parfum yang lain,Positif,2024-01-12
,anakpolsek,https://www.tiktok.com/@anakpolsek,parfum di situ masih kalah sama parfum saya ,Negatif,2024-01-12
,ilham.syahputr4,https://www.tiktok.com/@ilham.syahputr4,"Sudah SAYA BELI, MINYAK WANGI NYA GAK TAHAN LAMA",Negatif,2024-01-12
,riyansaputra88765,https://www.tiktok.com/@riyansaputra88765,"ke Jakarta barat, dua hari nyampe gak kak ",Netral,2024-01-11
,akunmusiman_,https://www.tiktok.com/@akunmusiman_,jelek nya dominant kalo di pake di baju putih jadi berwarna kuning parfum nya kak,Negatif,2024-01-11
,takiyag3nji,https://www.tiktok.com/@takiyag3nji,parfum dominant aku sudah nyampai tiga hari yang lalu pas aku coba wangi nya tahan lama di baju dan lembut banget ,Positif,2024-01-11
,mantanmujeh,https://www.tiktok.com/@mantanmujeh,ga awet bau nya,Negatif,2024-01-11
,mantanmujeh,https://www.tiktok.com/@mantanmujeh,menang merek doang kualitas jelek,Negatif,2024-01-11
,khairulhaiqalmuttaqin,https://www.tiktok.com/@khairulhaiqalmuttaqin,banyak tuh yang jual scentplus harga tiga puluh ribu dapet tiga tidak enak sama sekali dan botol nya jelek,Negatif,2024-01-11
,fauziili,https://www.tiktok.com/@fauziili,sudah beli yang palsu tiga puluh ribu dapat tiga,Negatif,2024-01-11
,immanuelpasaribu,https://www.tiktok.com/@immanuelpasaribu,sudah seminggu masih belum datang paket nya,Negatif,2024-01-11
,tukanggulungkabel_,https://www.tiktok.com/@tukanggulungkabel_,harus beli parfum terbaik saat ini,Negatif,2024-01-11
,pladimirvutin1,https://www.tiktok.com/@pladimirvutin1,Pengen pesan dominant tapi abis,Positif,2024-01-11
,hasirama_805,https://www.tiktok.com/@hasirama_805,parah paket dominant dan side effect di hapus,Negatif,2024-01-11
,user642195268,https://www.tiktok.com/@user642195268,ini dia parfum favorit aku dominant akhir nya ada seratus mili yang di tunggu,Positif,2024-01-11
,makan.bang24,https://www.tiktok.com/@makan.bang24,nah gitu dong ka adain yang seratus mili kan aku langsung beli soal nya suka banget sama bau nya,Positif,2024-01-11
,ujangnurdin5369,https://www.tiktok.com/@ujangnurdin5369,aku gak paham cara scan barcode nya gimana,Negatif,2024-01-11
,yalsz_,https://www.tiktok.com/@yalsz_,dominant sudah ada seratus mili selanjut nya side effect dong kak massa parfum terenak nya gak ada seratus mili,Negatif,2024-01-11
,juni232003,https://www.tiktok.com/@juni232003,yang mr crus black dong ka adain seratus mili parah banget pilih kasih,Negatif,2024-01-11
,revelationbasanta,https://www.tiktok.com/@revelationbasanta,lebih suka pro player sih lembut gitu bau nya,Positif,2024-01-11
,_yaaa592_,https://www.tiktok.com/@_yaaa592_,pelayanan nya cepat dan aman banget,Positif,2024-01-11
,agi_102,https://www.tiktok.com/@agi_102,pengiriman nya bagus dan rapih saya suka dan tidak kecewa ,Positif,2024-01-11
,iwannnnn9,https://www.tiktok.com/@iwannnnn9,kotak nya bagus kak beda dari yang lain pengemasan nya,Positif,2024-01-11
,juanz.h,https://www.tiktok.com/@juanz.h,dominant emang cocok jadi parfum nomor 1 wangi nya ga ada lawan,Positif,2024-01-11
,ilhamstupid,https://www.tiktok.com/@ilhamstupid,kak aku sudah beli emang enak banget wangi dominant bikin nyaman,Positif,2024-01-11
,putrat891,https://www.tiktok.com/@putrat891,jago banget marketing nya,Positif,2024-01-11
,nayla_cyl,https://www.tiktok.com/@nayla_cyl,aku sudah punya ka bener bener enak banget aku sampai beli tiga,Positif,2024-01-11
,adhinkshoop,https://www.tiktok.com/@adhinkshoop,iklan nya selalu bagus dan visual nya juga saya suka banget,Positif,2024-01-11
,afanandry98,https://www.tiktok.com/@afanandry98,parfum yang bisa di perhatikan sama cewek apa kak,Netral,2024-01-11
,asyariari62,https://www.tiktok.com/@asyariari62,pengen sweter nya scentplus keren banget ,Positif,2024-01-11
,muzzimaldhini,https://www.tiktok.com/@muzzimaldhini,ke tiga parfum itu wangi nya ninggalin jejak banget,Positif,2024-01-11
,obimrio,https://www.tiktok.com/@obimrio,buatin side effect nya yang seratus mili juga ka biar para penggemar side effect juga bisa beli yang ukuran seratus mili nya kak,Negatif,2024-01-11
,huangxuxi_luvv,https://www.tiktok.com/@huangxuxi_luvv,"kena di baju putih dia bercak kuning, aroma nya juga gak tahan lama",Negatif,2024-01-11
,badutunofficial,https://www.tiktok.com/@badutunofficial,emang bener dominant cocok jadi extrait de perfume wangi nya tahan lama banget ,Positif,2024-01-11
,aquarius4466,https://www.tiktok.com/@aquarius4466,sudah pernah nyoba mix dua parfum ini tapi emang dua dua nya emang enak banget,Positif,2024-01-11
,y_iskandar,https://www.tiktok.com/@y_iskandar,buat kak wangi tipe aku banget itu,Positif,2024-01-11
,stockis_biotekno,https://www.tiktok.com/@stockis_biotekno,wangi nya mantap tidak pernah mengecewakan,Positif,2024-01-11
,taufikabu77,https://www.tiktok.com/@taufikabu77,"dominant satu kali semprot,aroma nya sampai nyebar satu ruangan",Positif,2024-01-11
,all_role_rd,https://www.tiktok.com/@all_role_rd,Udah gak laku ya ,Negatif,2024-01-11
,lon_efriza281108_,https://www.tiktok.com/@lon_efriza281108_,hampir aja aku beli yang palsu tadi di Shope,Negatif,2024-01-10
,fikirahmatillah34,https://www.tiktok.com/@fikirahmatillah34,beli sekali aja langsung ketagihan sama wangi nya dominant,Positif,2024-01-10
,bangkoleng6,https://www.tiktok.com/@bangkoleng6,aku udah beli wangi nya seger aku suka banget sama wangi nya,Positif,2024-01-10
,userselen.123,https://www.tiktok.com/@userselen.123,ini yang palsu yang asli tuh warna tidak terlalu pekat begini,Negatif,2024-01-10
,mzkupret751_,https://www.tiktok.com/@mzkupret751_,"kok udah dua hari baru dikirim atau dijemput kurir? padahal dulu tiga hari sudah nyampai aku beli juga di scentplus indonesia, pengiriman juga dari cirebon",Negatif,2024-01-10
,orreo.32,https://www.tiktok.com/@orreo.32,"seratus mili dengan harga segitu , wangi nya enak banget cocok sumpah kategori murah banget tapi aroma nya tidak murahan",Positif,2024-01-10
,onickklllll,https://www.tiktok.com/@onickklllll,sudah beli dua botol semoga mendarat dengan mulus,Negatif,2024-01-10
,farusu_,https://www.tiktok.com/@farusu_,kenapa baru muncul  baru aja minggu lalu saya beli side effect dan mr crush,Negatif,2024-01-10
,cremsyy,https://www.tiktok.com/@cremsyy,kak barusan saya sudah beli side effect lima pulu mili cuman tidak dapet card nya gimana sih ini,Negatif,2024-01-10
,ardhi0090,https://www.tiktok.com/@ardhi0090,"selain wangi nya yang manis, botol parfum nya cantik-cantik",Positif,2024-01-10
,bang_hayri,https://www.tiktok.com/@bang_hayri,wangi dominant emang tidak ada lawan,Positif,2024-01-10
,sabriel26rayyan,https://www.tiktok.com/@sabriel26rayyan,aku suka wangi nya ,Positif,2024-01-10
,kenizlywann_,https://www.tiktok.com/@kenizlywann_,keren teknik marketing nya baru muncul aku sudah beli side effect ,Positif,2024-01-10
,yottaminna,https://www.tiktok.com/@yottaminna,kemarin punya aku pecah,Negatif,2024-01-10
,dghost_hunting,https://www.tiktok.com/@dghost_hunting,meninggalkan jejak di baju jadi kuning semua baju aku kak,Negatif,2024-01-10
,scorpichris,https://www.tiktok.com/@scorpichris,mantap marketing nya selalu bikin mau beli,Positif,2024-01-10
,hadi_riyanto93,https://www.tiktok.com/@hadi_riyanto93,Semoga ceptan promo dan bisa beli kak,Negatif,2024-01-10
,resqi_ardian,https://www.tiktok.com/@resqi_ardian,Preorder lama banget dua minggu,Negatif,2024-01-10
,fajarsahuri67gmail.com,https://www.tiktok.com/@fajarsahuri67gmail.com,parah nipu seratus mili harga nya dua ratus tiga puluh lima ribu kalau yang lima puluh mili harga nya seratus dua puluh lima ribu sama aja tidak perubahan harga normal,Negatif,2024-01-10
